candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1,0.74,-0.74
Jean-Luc Mélenchon,15,2.65,-2.65
Fabien Roussel,2,1.04,-1.04
Marine Tondelier,5,1.62,-1.62
Raphaël Glucksmann,10,2.23,-2.23
Gabriel Attal,16,2.72,-2.72
Bruno Retailleau,12,2.41,-2.41
Marine Le Pen,36,3.57,-3.57
Éric Zemmour,3,1.27,-1.27
