candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1,0.67,-0.67
Fabien Roussel,2,0.94,-0.94
Jean-Luc Mélenchon,13,2.26,-2.26
Marine Tondelier,4,1.32,-1.32
Raphaël Glucksmann,10,2.02,-2.02
Édouard Philippe,25,2.92,-2.92
Nicolas Dupont-Aignan,2,0.94,-0.94
Jordan Bardella,38,3.27,-3.27
Sarah Knafo,5,1.47,-1.47
