candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.5,0.83,-0.83
Jean-Luc Mélenchon,14.0,2.36,-2.36
Raphaël Glucksmann,11.0,2.13,-2.13
Édouard Philippe,20.0,2.73,-2.73
Bruno Retailleau,11.0,2.13,-2.13
Nicolas Dupont-Aignan,2.5,1.06,-1.06
Jordan Bardella,36.0,3.27,-3.27
Éric Zemmour,4.0,1.34,-1.34
