candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,0.5,0.48,-0.48
Jean-Luc Mélenchon,13.0,2.3,-2.3
Fabien Roussel,3.0,1.16,-1.16
Raphaël Glucksmann,11.0,2.14,-2.14
Marine Tondelier,4.0,1.34,-1.34
Gabriel Attal,16.0,2.5,-2.5
Bruno Retailleau,10.0,2.05,-2.05
Dominique de Villepin,3.0,1.16,-1.16
Nicolas Dupont-Aignan,2.5,1.07,-1.07
Jordan Bardella,34.0,3.23,-3.23
Éric Zemmour,3.0,1.16,-1.16
