candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.0,0.66,-0.66
Fabien Roussel,3.0,1.14,-1.14
Jean-Luc Mélenchon,12.0,2.17,-2.17
Marine Tondelier,6.5,1.64,-1.64
Raphaël Glucksmann,14.5,2.35,-2.35
Gabriel Attal,11.0,2.09,-2.09
Bruno Retailleau,10.0,2.0,-2.0
Nicolas Dupont-Aignan,3.0,1.14,-1.14
Jordan Bardella,36.0,3.2,-3.2
Éric Zemmour,3.0,1.14,-1.14
