candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1,0.69,-0.69
Jean-Luc Mélenchon,14,2.42,-2.42
Raphaël Glucksmann,15,2.49,-2.49
Gabriel Attal,15,2.49,-2.49
Bruno Retailleau,12,2.27,-2.27
Sarah Knafo,5,1.52,-1.52
Jordan Bardella,38,3.39,-3.39
