candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.5,0.64,-0.64
Fabien Roussel,4.5,1.09,-1.09
Jean-Luc Mélenchon,14.5,1.86,-1.86
Marine Tondelier,4.0,1.03,-1.03
Olivier Faure,3.5,0.97,-0.97
Édouard Philippe,20.5,2.13,-2.13
Dominique de Villepin,2.5,0.82,-0.82
Bruno Retailleau,7.0,1.35,-1.35
Nicolas Dupont-Aignan,2.5,0.82,-0.82
Marine Le Pen,35.5,2.53,-2.53
Éric Zemmour,4.0,1.03,-1.03
