candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,0.5,0.48,-0.48
Jean-Luc Mélenchon,13.0,2.29,-2.29
Fabien Roussel,3.0,1.16,-1.16
Raphaël Glucksmann,11.5,2.17,-2.17
Marine Tondelier,3.5,1.25,-1.25
Gabriel Attal,16.0,2.5,-2.5
Bruno Retailleau,11.5,2.17,-2.17
Dominique de Villepin,3.0,1.16,-1.16
Nicolas Dupont-Aignan,2.0,0.95,-0.95
Marine Le Pen,32.0,3.18,-3.18
Éric Zemmour,4.0,1.34,-1.34
