candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1,0.75,-0.75
Jean-Luc Mélenchon,16,2.76,-2.76
Fabien Roussel,3,1.28,-1.28
Marine Tondelier,4,1.47,-1.47
Raphaël Glucksmann,12,2.44,-2.44
Édouard Philippe,20,3.01,-3.01
Bruno Retailleau,8,2.04,-2.04
Éric Zemmour,3,1.28,-1.28
Marine Le Pen,33,3.53,-3.53
