candidat,intentions,erreur_sup,erreur_inf,p_value,significant
Nathalie Arthaud,1.0,0.78,-0.78,0.0,True
Fabien Roussel,3.0,1.33,-1.33,0.0,True
Jean-Luc Mélenchon,13.5,2.66,-2.66,0.0,True
Olivier Faure,4.5,1.61,-1.61,0.0,True
Marine Tondelier,5.0,1.7,-1.7,0.0,True
Édouard Philippe,21.0,3.17,-3.17,0.0,True
Bruno Retailleau,16.0,2.86,-2.86,0.0,True
Nicolas Dupont-Aignan,2.0,1.09,-1.09,0.0,True
Marine Le Pen,31.0,3.6,-3.6,0.0,True
Éric Zemmour,3.0,1.33,-1.33,0.0,True
