candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1,0.74,-0.74
Jean-Luc Mélenchon,15,2.65,-2.65
Fabien Roussel,1,0.74,-0.74
Marine Tondelier,3,1.26,-1.26
Raphaël Glucksmann,10,2.22,-2.22
Édouard Philippe,19,2.91,-2.91
Bruno Retailleau,10,2.22,-2.22
Nicolas Dupont-Aignan,3,1.26,-1.26
Éric Zemmour,4,1.45,-1.45
Marine Le Pen,34,3.51,-3.51
