candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,0.9,0.58,-0.58
Jean-Luc Mélenchon,18.2,2.35,-2.35
Fabien Roussel,2.0,0.85,-0.85
Raphaël Glucksmann,10.2,1.85,-1.85
Marine Tondelier,2.8,1.01,-1.01
Édouard Philippe,18.1,2.35,-2.35
Bruno Retailleau,7.8,1.64,-1.64
Dominique de Villepin,2.9,1.02,-1.02
Nicolas Dupont-Aignan,3.2,1.07,-1.07
Marine Le Pen,30.1,2.8,-2.8
Éric Zemmour,3.8,1.17,-1.17
