candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,0.5,0.48,-0.48
Jean-Luc Mélenchon,12.5,2.23,-2.23
Fabien Roussel,3.0,1.15,-1.15
François Ruffin,3.0,1.15,-1.15
Raphaël Glucksmann,9.0,1.93,-1.93
Marine Tondelier,4.0,1.32,-1.32
Édouard Philippe,20.0,2.7,-2.7
Bruno Retailleau,9.0,1.93,-1.93
Nicolas Dupont-Aignan,2.0,0.94,-0.94
Jordan Bardella,34.0,3.2,-3.2
Éric Zemmour,3.0,1.15,-1.15
