candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.5,0.8,-0.8
Jean-Luc Mélenchon,19.0,2.58,-2.58
François Hollande,12.0,2.14,-2.14
Édouard Philippe,21.0,2.68,-2.68
Bruno Retailleau,8.0,1.78,-1.78
Nicolas Dupont-Aignan,2.0,0.92,-0.92
Marine Le Pen,34.0,3.11,-3.11
Éric Zemmour,2.5,1.03,-1.03
