candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1,0.47,-0.47
Jean-Luc Mélenchon,14,1.63,-1.63
Fabien Roussel,3,0.8,-0.8
Marine Tondelier,3,0.8,-0.8
Raphaël Glucksmann,11,1.47,-1.47
Édouard Philippe,19,1.84,-1.84
Bruno Retailleau,10,1.41,-1.41
Nicolas Dupont-Aignan,2,0.66,-0.66
Marine Le Pen,31,2.17,-2.17
Éric Zemmour,6,1.11,-1.11
