candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1,,
Philippe Poutou,2,,
Jean-Luc Mélenchon,14,,
Gabriel Attal,10,,
Édouard Philippe,25,,
Laurent Wauquiez,6,,
Éric Zemmour,4,,
Marine Le Pen,38,,
