candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.5,0.84,-0.84
Jean-Luc Mélenchon,15.0,2.46,-2.46
François Hollande,11.0,2.16,-2.16
Édouard Philippe,22.0,2.86,-2.86
Bruno Retailleau,10.0,2.07,-2.07
Nicolas Dupont-Aignan,2.5,1.08,-1.08
Jordan Bardella,34.0,3.27,-3.27
Éric Zemmour,4.0,1.35,-1.35
