candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,0.5,0.37,-0.37
Fabien Roussel,3.0,0.89,-0.89
Jean-Luc Mélenchon,13.0,1.75,-1.75
Marine Tondelier,5.0,1.13,-1.13
Raphaël Glucksmann,12.5,1.72,-1.72
Gérald Darmanin,8.0,1.41,-1.41
Dominique de Villepin,5.0,1.13,-1.13
Bruno Retailleau,8.5,1.45,-1.45
Nicolas Dupont-Aignan,2.5,0.81,-0.81
Jordan Bardella,38.5,2.53,-2.53
Sarah Knafo,3.5,0.96,-0.96
