candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,0.5,0.55,0.005
Jean-Luc Mélenchon,15.0,2.8,-2.8
Fabien Roussel,2.0,1.1,-1.1
Raphaël Glucksmann,12.0,2.55,-2.55
Marine Tondelier,4.0,1.54,-1.54
Gabriel Attal,15.0,2.8,-2.8
Bruno Retailleau,10.0,2.35,-2.35
Nicolas Dupont-Aignan,2.0,1.1,-1.1
Marine Le Pen,36.0,3.76,-3.76
Éric Zemmour,3.5,1.44,-1.44
