candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,0.5,,
Jean-Luc Mélenchon,15.5,,
Fabien Roussel,2.5,,
Marine Tondelier,4.5,,
Raphaël Glucksmann,13.5,,
Gabriel Attal,13,,
Bruno Retailleau,10,,
Nicolas Dupont-Aignan,2,,
Marine Le Pen,34,,
Éric Zemmour,4.5,,
