candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.5,0.64,-0.64
Fabien Roussel,4.0,1.03,-1.03
Jean-Luc Mélenchon,14.0,1.83,-1.83
François Ruffin,6.0,1.25,-1.25
François Hollande,8.0,1.43,-1.43
Gabriel Attal,12.5,1.75,-1.75
Bruno Retailleau,9.0,1.51,-1.51
David Lisnard,3.5,0.97,-0.97
Nicolas Dupont-Aignan,2.5,0.82,-0.82
Marine Le Pen,34.5,2.51,-2.51
Éric Zemmour,4.5,1.09,-1.09
