candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1,0.62,-0.62
Fabien Roussel,3,1.06,-1.06
Jean-Luc Mélenchon,11,1.94,-1.94
Raphaël Glucksmann,14,2.15,-2.15
Marine Tondelier,5,1.35,-1.35
Gabriel Attal,13,2.08,-2.08
Bruno Retailleau,10,1.86,-1.86
Nicolas Dupont-Aignan,2,0.87,-0.87
Jordan Bardella,36,2.98,-2.98
Éric Zemmour,5,1.35,-1.35
