candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.5,0.64,-0.64
Fabien Roussel,2.0,0.74,-0.74
Jean-Luc Mélenchon,14.5,1.85,-1.85
François Ruffin,6.0,1.25,-1.25
François Hollande,9.0,1.5,-1.5
Édouard Philippe,19.0,2.06,-2.06
Bruno Retailleau,9.0,1.5,-1.5
Nicolas Dupont-Aignan,1.5,0.64,-0.64
Marine Le Pen,35.0,2.51,-2.51
Éric Zemmour,2.5,0.82,-0.82
