candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,0.4,0.34,-0.34
Jean-Luc Mélenchon,19.1,2.11,-2.11
Fabien Roussel,2.2,0.79,-0.79
Marine Tondelier,2.6,0.85,-0.85
Raphaël Glucksmann,11.8,1.73,-1.73
Édouard Philippe,18.8,2.09,-2.09
Bruno Retailleau,7.6,1.42,-1.42
Nicolas Dupont-Aignan,3.2,0.94,-0.94
Marine Le Pen,30.8,2.47,-2.47
Éric Zemmour,3.5,0.99,-0.99
