candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.0,0.6,-0.6
Jean-Luc Mélenchon,13.0,2.03,-2.03
Fabien Roussel,3.0,1.03,-1.03
Marine Tondelier,4.0,1.19,-1.19
Raphaël Glucksmann,14.0,2.1,-2.1
Gabriel Attal,14.5,2.13,-2.13
Bruno Retailleau,10.0,1.81,-1.81
Nicolas Dupont-Aignan,1.5,0.74,-0.74
Jordan Bardella,35.0,2.89,-2.89
Éric Zemmour,4.0,1.19,-1.19
