candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,0.5,0.48,-0.48
Jean-Luc Mélenchon,13.0,2.27,-2.27
Fabien Roussel,3.5,1.24,-1.24
Raphaël Glucksmann,10.0,2.03,-2.03
Marine Tondelier,4.0,1.33,-1.33
Édouard Philippe,18.0,2.6,-2.6
Bruno Retailleau,9.0,1.94,-1.94
Dominique de Villepin,2.5,1.06,-1.06
Nicolas Dupont-Aignan,2.0,0.95,-0.95
Jordan Bardella,34.0,3.2,-3.2
Éric Zemmour,3.5,1.24,-1.24
