candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1,0.75,-0.75
Fabien Roussel,4,1.47,-1.47
Jean-Luc Mélenchon,13,2.52,-2.52
Raphaël Glucksmann,14,2.6,-2.6
Marine Tondelier,4,1.47,-1.47
Gabriel Attal,14,2.6,-2.6
Bruno Retailleau,9,2.15,-2.15
Nicolas Dupont-Aignan,2,1.05,-1.05
Marine Le Pen,35,3.58,-3.58
Éric Zemmour,4,1.47,-1.47
