candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.5,0.84,-0.84
Jean-Luc Mélenchon,15.0,2.46,-2.46
François Hollande,9.0,1.97,-1.97
Édouard Philippe,21.0,2.81,-2.81
Bruno Retailleau,10.0,2.07,-2.07
Nicolas Dupont-Aignan,3.0,1.17,-1.17
Jordan Bardella,37.0,3.32,-3.32
Éric Zemmour,3.5,1.27,-1.27
