candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1,0.49,-0.49
Jean-Luc Mélenchon,16,1.8,-1.8
Fabien Roussel,3,0.84,-0.84
Marine Tondelier,4,0.96,-0.96
François Hollande,8,1.33,-1.33
Édouard Philippe,20,1.96,-1.96
Bruno Retailleau,8,1.33,-1.33
Nicolas Dupont-Aignan,1,0.49,-0.49
Marine Le Pen,35,2.34,-2.34
Éric Zemmour,4,0.96,-0.96
