candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1,,
Jean-Luc Mélenchon,17,,
Fabien Roussel,2,,
Marine Tondelier,3,,
Raphaël Glucksmann,12,,
Gabriel Attal,14,,
Bruno Retailleau,9,,
Nicolas Dupont-Aignan,2,,
Marine Le Pen,35,,
Éric Zemmour,5,,
