candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.5,0.64,-0.64
Fabien Roussel,2.5,0.82,-0.82
Jean-Luc Mélenchon,15.0,1.88,-1.88
François Ruffin,6.0,1.25,-1.25
François Hollande,8.0,1.43,-1.43
Gabriel Attal,15.5,1.9,-1.9
Bruno Retailleau,11.0,1.64,-1.64
Nicolas Dupont-Aignan,1.5,0.64,-0.64
Marine Le Pen,35.5,2.52,-2.52
Éric Zemmour,3.5,0.97,-0.97
