candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.0,0.005,0.0
Fabien Roussel,3.5,0.011,0.0
Jean-Luc Mélenchon,13.0,0.032,0.01
Olivier Faure,4.5,0.014,0.001
Marine Tondelier,4.5,0.014,0.001
Édouard Philippe,21.0,0.048,0.02
Bruno Retailleau,16.0,0.038,0.013
Nicolas Dupont-Aignan,2.0,0.008,0.0
Jordan Bardella,31.0,0.067,0.033
Éric Zemmour,3.5,0.011,0.0
