candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1,0.69,-0.69
Jean-Luc Mélenchon,14,2.42,-2.42
François Hollande,11,2.18,-2.18
Édouard Philippe,20,2.79,-2.79
Bruno Retailleau,13,2.35,-2.35
Sarah Knafo,4,1.37,-1.37
Jordan Bardella,37,3.37,-3.37
