candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1,0.49,-0.49
Jean-Luc Mélenchon,16,1.8,-1.8
Fabien Roussel,3,0.84,-0.84
Marine Tondelier,5,1.07,-1.07
François Hollande,8,1.33,-1.33
Gabriel Attal,16,1.8,-1.8
Bruno Retailleau,8,1.33,-1.33
Nicolas Dupont-Aignan,2,0.69,-0.69
Marine Le Pen,36,2.36,-2.36
Éric Zemmour,5,1.07,-1.07
