candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,2.0,0.98,-0.98
Jean-Luc Mélenchon,11.0,2.2,-2.2
Fabien Roussel,2.0,0.98,-0.98
Raphaël Glucksmann,12.0,2.28,-2.28
Marine Tondelier,4.5,1.45,-1.45
Gabriel Attal,10.0,2.11,-2.11
Bruno Retailleau,12.0,2.28,-2.28
Dominique de Villepin,4.5,1.45,-1.45
Nicolas Dupont-Aignan,3.0,1.2,-1.2
Marine Le Pen,35.0,3.35,-3.35
Éric Zemmour,4.0,1.38,-1.38
