candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.5,0.64,-0.64
Fabien Roussel,2.5,0.82,-0.82
Jean-Luc Mélenchon,14.5,1.85,-1.85
Marine Tondelier,3.5,0.97,-0.97
Raphaël Glucksmann,11.0,1.64,-1.64
Gabriel Attal,13.5,1.8,-1.8
Dominique de Villepin,3.5,0.97,-0.97
Bruno Retailleau,11.0,1.64,-1.64
Nicolas Dupont-Aignan,1.5,0.64,-0.64
Marine Le Pen,34.0,2.49,-2.49
Éric Zemmour,3.5,0.97,-0.97
