candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1,0.49,-0.49
Jean-Luc Mélenchon,16,1.8,-1.8
Fabien Roussel,3,0.84,-0.84
Marine Tondelier,3,0.84,-0.84
Raphaël Glucksmann,11,1.54,-1.54
Gabriel Attal,16,1.8,-1.8
Bruno Retailleau,9,1.41,-1.41
Nicolas Dupont-Aignan,1,0.49,-0.49
Marine Le Pen,36,2.36,-2.36
Éric Zemmour,4,0.96,-0.96
