candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.5,0.64,-0.64
Fabien Roussel,3.0,0.9,-0.9
Jean-Luc Mélenchon,14.5,1.86,-1.86
Raphaël Glucksmann,12.5,1.75,-1.75
Gabriel Attal,6.5,1.3,-1.3
Édouard Philippe,14.5,1.86,-1.86
Bruno Retailleau,7.0,1.35,-1.35
Nicolas Dupont-Aignan,2.5,0.82,-0.82
Marine Le Pen,34.0,2.5,-2.5
Éric Zemmour,4.0,1.03,-1.03
