candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.0,0.6,-0.6
Jean-Luc Mélenchon,18.3,2.34,-2.34
Fabien Roussel,1.8,0.8,-0.8
Raphaël Glucksmann,10.3,1.84,-1.84
Marine Tondelier,3.1,1.05,-1.05
Gabriel Attal,13.8,2.08,-2.08
Bruno Retailleau,9.7,1.79,-1.79
Dominique de Villepin,3.9,1.17,-1.17
Nicolas Dupont-Aignan,4.0,1.18,-1.18
Marine Le Pen,29.9,2.77,-2.77
Éric Zemmour,4.2,1.21,-1.21
