candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1,0.47,-0.47
Fabien Roussel,4,0.92,-0.92
Jean-Luc Mélenchon,12,1.53,-1.53
Raphaël Glucksmann,11,1.48,-1.48
Marine Tondelier,4,0.92,-0.92
Édouard Philippe,19,1.85,-1.85
Bruno Retailleau,10,1.42,-1.42
Nicolas Dupont-Aignan,1,0.47,-0.47
Marine Le Pen,32,2.2,-2.2
Éric Zemmour,6,1.12,-1.12
