candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.0,0.69,-0.69
Jean-Luc Mélenchon,12.0,2.25,-2.25
Fabien Roussel,3.0,1.18,-1.18
Raphaël Glucksmann,9.0,1.98,-1.98
Marine Tondelier,4.0,1.36,-1.36
Édouard Philippe,20.0,2.77,-2.77
Bruno Retailleau,11.0,2.17,-2.17
Nicolas Dupont-Aignan,2.0,0.97,-0.97
Marine Le Pen,32.0,3.23,-3.23
Éric Zemmour,6.0,1.64,-1.64
