candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1,0.47,-0.47
Jean-Luc Mélenchon,14,1.63,-1.63
Fabien Roussel,3,0.8,-0.8
Marine Tondelier,3,0.8,-0.8
Raphaël Glucksmann,10,1.41,-1.41
Gabriel Attal,9,1.34,-1.34
Édouard Philippe,13,1.58,-1.58
Bruno Retailleau,8,1.27,-1.27
Nicolas Dupont-Aignan,2,0.66,-0.66
Jordan Bardella,32,2.19,-2.19
Éric Zemmour,5,1.02,-1.02
