candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.0,0.59,-0.59
Jean-Luc Mélenchon,13.0,2.01,-2.01
Fabien Roussel,3.0,1.02,-1.02
Marine Tondelier,4.0,1.17,-1.17
Raphaël Glucksmann,11.0,1.87,-1.87
Gabriel Attal,8.5,1.66,-1.66
Édouard Philippe,13.0,2.01,-2.01
Bruno Retailleau,7.5,1.57,-1.57
Nicolas Dupont-Aignan,1.5,0.73,-0.73
Jordan Bardella,33.5,2.82,-2.82
Éric Zemmour,4.0,1.17,-1.17
