candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.0,0.52,-0.52
Fabien Roussel,2.5,0.82,-0.82
Jean-Luc Mélenchon,14.5,1.85,-1.85
Marine Tondelier,4.0,1.03,-1.03
Raphaël Glucksmann,8.5,1.47,-1.47
Gabriel Attal,7.5,1.38,-1.38
Édouard Philippe,14.0,1.82,-1.82
Bruno Retailleau,8.5,1.47,-1.47
Nicolas Dupont-Aignan,1.5,0.64,-0.64
Marine Le Pen,35.0,2.51,-2.51
Éric Zemmour,3.0,0.9,-0.9
