candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,0.7,,
Jean-Luc Mélenchon,19.6,,
Fabien Roussel,2.9,,
Marine Tondelier,3.0,,
François Hollande,7.4,,
Édouard Philippe,19.4,,
Bruno Retailleau,7.6,,
David Lisnard,5.2,,
Nicolas Dupont-Aignan,4.0,,
Marine Le Pen,30.2,,
