candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,0.5,0.46,-0.46
Jean-Luc Mélenchon,17.0,2.44,-2.44
Fabien Roussel,3.0,1.11,-1.11
Marine Tondelier,3.0,1.11,-1.11
Raphaël Glucksmann,15.0,2.32,-2.32
Gabriel Attal,14.0,2.26,-2.26
Bruno Retailleau,9.0,1.86,-1.86
Nicolas Dupont-Aignan,1.5,0.79,-0.79
Marine Le Pen,34.0,3.08,-3.08
Éric Zemmour,3.0,1.11,-1.11
