candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.5,0.64,-0.64
Fabien Roussel,3.0,0.9,-0.9
Jean-Luc Mélenchon,14.0,1.83,-1.83
Marine Tondelier,3.0,0.9,-0.9
Raphaël Glucksmann,14.0,1.83,-1.83
Gabriel Attal,12.0,1.72,-1.72
Dominique de Villepin,2.5,0.82,-0.82
Bruno Retailleau,9.5,1.55,-1.55
Nicolas Dupont-Aignan,2.0,0.74,-0.74
Marine Le Pen,34.5,2.51,-2.51
Éric Zemmour,4.0,1.03,-1.03
