candidat,intentions,erreur_sup,erreur_inf
Bruno Retailleau,6.3,1.11,-1.11
David Lisnard,4.1,0.91,-0.91
Dominique de Villepin,4.3,0.93,-0.93
Édouard Philippe,13.6,1.57,-1.57
Éric Zemmour,2.2,0.67,-0.67
François Hollande,2.4,0.7,-0.7
François Ruffin,4.0,0.9,-0.9
Gabriel Attal,6.3,1.11,-1.11
Jean-Luc Mélenchon,17.0,1.72,-1.72
Marine Le Pen,29.6,2.09,-2.09
Marine Tondelier,1.6,0.57,-0.57
Olivier Faure,0.9,0.43,-0.43
Raphaël Glucksmann,7.7,1.22,-1.22
