candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.0,0.6,-0.6
Jean-Luc Mélenchon,13.0,2.03,-2.03
Fabien Roussel,3.0,1.03,-1.03
Marine Tondelier,4.0,1.18,-1.18
Raphaël Glucksmann,13.0,2.03,-2.03
Édouard Philippe,17.5,2.29,-2.29
Bruno Retailleau,9.0,1.73,-1.73
Nicolas Dupont-Aignan,1.5,0.73,-0.73
Jordan Bardella,34.0,2.86,-2.86
Éric Zemmour,4.0,1.18,-1.18
