candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,2.0,0.74,-0.74
Fabien Roussel,3.0,0.9,-0.9
Jean-Luc Mélenchon,15.0,1.88,-1.88
Marine Tondelier,4.0,1.03,-1.03
François Hollande,8.0,1.43,-1.43
Édouard Philippe,18.0,2.02,-2.02
Dominique de Villepin,3.0,0.9,-0.9
Bruno Retailleau,8.0,1.43,-1.43
Nicolas Dupont-Aignan,1.5,0.64,-0.64
Marine Le Pen,34.5,2.5,-2.5
Éric Zemmour,3.0,0.9,-0.9
