candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1,,
Jean-Luc Mélenchon,17,,
Fabien Roussel,3,,
Marine Tondelier,4,,
François Hollande,7,,
Édouard Philippe,19,,
Bruno Retailleau,9,,
Nicolas Dupont-Aignan,2,,
Marine Le Pen,33,,
Éric Zemmour,5,,
