candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,0.5,0.55,0.005
Jean-Luc Mélenchon,15.0,2.8,-2.8
Fabien Roussel,3.0,1.34,-1.34
Raphaël Glucksmann,9.0,2.25,-2.25
Marine Tondelier,3.5,1.44,-1.44
Édouard Philippe,19.0,3.08,-3.08
Bruno Retailleau,8.0,2.13,-2.13
Nicolas Dupont-Aignan,2.0,1.1,-1.1
Marine Le Pen,36.0,3.77,-3.77
Éric Zemmour,4.0,1.54,-1.54
