candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1,0.52,-0.52
Fabien Roussel,2.5,0.82,-0.82
Jean-Luc Mélenchon,16,1.93,-1.93
Marine Tondelier,3.5,0.97,-0.97
Raphaël Glucksmann,10.5,1.61,-1.61
Édouard Philippe,16.5,1.95,-1.95
Dominique de Villepin,2.5,0.82,-0.82
Bruno Retailleau,8,1.43,-1.43
Nicolas Dupont-Aignan,1.5,0.64,-0.64
Marine Le Pen,35,2.51,-2.51
Éric Zemmour,3,0.9,-0.9
