candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1,0.003,0.0
Fabien Roussel,3,0.006,0.0
Jean-Luc Mélenchon,14,0.019,0.006
Raphaël Glucksmann,12,0.017,0.005
Marine Tondelier,3,0.006,0.0
Édouard Philippe,15,0.02,0.007
Bruno Retailleau,10,0.014,0.003
Nicolas Dupont-Aignan,1,0.003,0.0
Jordan Bardella,35,0.041,0.021
Éric Zemmour,6,0.01,0.001
