candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,0.5,,
Philippe Poutou,0.5,,
Jean-Luc Mélenchon,10,,
Fabien Roussel,3,,
Raphaël Glucksmann,12,,
Sandrine Rousseau,1,,
Gabriel Attal,8,,
Édouard Philippe,23,,
Laurent Wauquiez,5,,
Éric Zemmour,4,,
Marine Le Pen,34,,
