candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.0,0.6,-0.6
Jean-Luc Mélenchon,13.0,2.01,-2.01
Fabien Roussel,3.0,1.02,-1.02
Marine Tondelier,4.0,1.17,-1.17
Raphaël Glucksmann,11.0,1.87,-1.87
Gabriel Attal,8.5,1.67,-1.67
Édouard Philippe,14.0,2.08,-2.08
Bruno Retailleau,8.5,1.67,-1.67
Nicolas Dupont-Aignan,1.5,0.73,-0.73
Marine Le Pen,31.0,2.77,-2.77
Éric Zemmour,4.5,1.24,-1.24
