candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,0.5,0.45,-0.45
Jean-Luc Mélenchon,16.0,2.36,-2.36
Fabien Roussel,3.0,1.1,-1.1
Marine Tondelier,3.0,1.1,-1.1
Raphaël Glucksmann,11.0,2.01,-2.01
Gabriel Attal,8.0,1.74,-1.74
Édouard Philippe,14.5,2.26,-2.26
Bruno Retailleau,6.0,1.53,-1.53
Nicolas Dupont-Aignan,1.5,0.78,-0.78
Marine Le Pen,33.0,3.02,-3.02
Éric Zemmour,3.5,1.18,-1.18
