candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,0.5,0.48,-0.48
Jean-Luc Mélenchon,13.0,2.29,-2.29
Fabien Roussel,2.5,1.07,-1.07
Raphaël Glucksmann,9.0,1.95,-1.95
Marine Tondelier,4.0,1.34,-1.34
Gabriel Attal,9.0,1.95,-1.95
Édouard Philippe,14.0,2.37,-2.37
Bruno Retailleau,8.0,1.85,-1.85
Nicolas Dupont-Aignan,2.0,0.96,-0.96
Jordan Bardella,34.0,3.23,-3.23
Éric Zemmour,4.0,1.34,-1.34
