candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1,0.66,-0.66
Jean-Luc Mélenchon,17,2.49,-2.49
Fabien Roussel,3,1.13,-1.13
Marine Tondelier,3,1.13,-1.13
Raphaël Glucksmann,18,2.55,-2.55
Bruno Le Maire,6,1.58,-1.58
Bruno Retailleau,12,2.16,-2.16
Nicolas Dupont-Aignan,2,0.93,-0.93
Marine Le Pen,35,3.17,-3.17
Éric Zemmour,3,1.13,-1.13
