candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1,0.62,-0.62
Fabien Roussel,3,1.06,-1.06
Jean-Luc Mélenchon,11,1.94,-1.94
Raphaël Glucksmann,14,2.15,-2.15
Marine Tondelier,4,1.21,-1.21
Édouard Philippe,18,2.38,-2.38
Bruno Retailleau,7,1.58,-1.58
Nicolas Dupont-Aignan,2,0.87,-0.87
Jordan Bardella,35,2.96,-2.96
Éric Zemmour,5,1.35,-1.35
