candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.5,0.64,-0.64
Fabien Roussel,3.0,0.9,-0.9
Jean-Luc Mélenchon,14.0,1.83,-1.83
Marine Tondelier,3.5,0.97,-0.97
Raphaël Glucksmann,11.5,1.68,-1.68
Édouard Philippe,17.0,1.98,-1.98
Dominique de Villepin,2.0,0.74,-0.74
Bruno Retailleau,6.5,1.3,-1.3
Nicolas Dupont-Aignan,3.0,0.9,-0.9
Marine Le Pen,34.0,2.5,-2.5
Éric Zemmour,4.0,1.03,-1.03
