candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.5,0.64,-0.64
Fabien Roussel,3.0,0.89,-0.89
Jean-Luc Mélenchon,11.5,1.67,-1.67
Marine Tondelier,4.5,1.09,-1.09
Raphaël Glucksmann,12.0,1.7,-1.7
Gabriel Attal,12.5,1.73,-1.73
Dominique de Villepin,4.0,1.03,-1.03
Bruno Retailleau,8.0,1.42,-1.42
Nicolas Dupont-Aignan,2.5,0.82,-0.82
Marine Le Pen,34.0,2.48,-2.48
Sarah Knafo,6.5,1.29,-1.29
