candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.5,-0.63,0.63
Fabien Roussel,3.0,-0.89,0.89
Jean-Luc Mélenchon,13.0,-1.75,1.75
Marine Tondelier,5.0,-1.13,1.13
Raphaël Glucksmann,13.0,-1.75,1.75
Gérald Darmanin,7.0,-1.33,1.33
Dominique de Villepin,5.0,-1.13,1.13
Bruno Retailleau,8.5,-1.45,1.45
Nicolas Dupont-Aignan,2.0,-0.73,0.73
Jordan Bardella,37.5,-2.52,2.52
Philippe de Villiers,4.5,-1.08,1.08
