candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,0.5,0.52,0.005
Jean-Luc Mélenchon,13,2.5,-2.5
Fabien Roussel,2,1.04,-1.04
Marine Tondelier,5,1.62,-1.62
Raphaël Glucksmann,9,2.13,-2.13
Gabriel Attal,7,1.9,-1.9
Édouard Philippe,18,2.85,-2.85
Bruno Retailleau,8,2.02,-2.02
Marine Le Pen,35,3.54,-3.54
Éric Zemmour,3,1.27,-1.27
